date,gold,bit
2021-06-12,,37313.18
2021-06-13,,35494.898
2021-06-14,1865.6,39066.82
2021-06-15,1865.1,40525.801
2021-06-16,1860.75,40188.559
2021-06-17,1778.7,38324.871
2021-06-18,1773.1,38068.039
2021-06-19,,35729.82
2021-06-20,,35524.172
2021-06-21,1775.05,35592.352
2021-06-22,1775.05,31686.551
2021-06-23,1791.6,32447.59
2021-06-24,1784.85,33674.66
2021-06-25,1786.65,34639.379
2021-06-26,,31640.58
2021-06-27,,32160.91
2021-06-28,1780.3,34644.449
2021-06-29,1755.45,34456.672
2021-06-30,1763.15,35847.699
2021-07-01,1781.5,35047.359
2021-07-02,1786.15,33536.879
2021-07-03,,33856.859
2021-07-04,,34688.98
2021-07-05,1791.35,35309.301
2021-07-06,1809.85,33747.969
2021-07-07,1804.65,34211.012
2021-07-08,1807.7,33839.039
2021-07-09,1806,32877.41
2021-07-10,,33818.52
2021-07-11,,33515.57
2021-07-12,1792.4,34227.641
2021-07-13,1813.85,33158.25
2021-07-14,1823.2,32686.561
2021-07-15,1823.75,32814.609
2021-07-16,1824.3,31738.59
2021-07-17,,31421.25
2021-07-18,,31520.66
2021-07-19,1814.9,31783.49
2021-07-20,1823.05,30815.939
2021-07-21,1802.15,29790.24
2021-07-22,1799.45,32118.061
2021-07-23,1799.6,32297.891
2021-07-24,,33581.629
2021-07-25,,34279.34
2021-07-26,1800.2,35365.199
2021-07-27,1800.35,37318.141
2021-07-28,1796.6,39405.949
2021-07-29,1829.3,40002.531
2021-07-30,1825.75,40005.93
2021-07-31,,42214.148
2021-08-01,,41659.059
2021-08-02,1811.45,40000.461
2021-08-03,1812.65,39193.941
2021-08-04,1829.1,38138
2021-08-05,1800.75,39750.141
2021-08-06,1762.9,40882
2021-08-07,,42825.949
2021-08-08,,44634.129
2021-08-09,1738.85,43816.141
2021-08-10,1723.35,46333.461
2021-08-11,1743.6,45608.371
2021-08-12,1747.4,45611.461
2021-08-13,1773.85,44417.781
2021-08-14,,47833.98
2021-08-15,,47112.191
2021-08-16,1786.35,47056.41
2021-08-17,1789.45,45982.551
2021-08-18,1783.45,44648.57
2021-08-19,1782.05,44777.859
2021-08-20,1779.05,46734.648
2021-08-21,,49327.75
2021-08-22,,48932.02
2021-08-23,1802,49335.68
2021-08-24,1808.45,49523.5
2021-08-25,1788.7,47744.578
2021-08-26,1786.6,48972.09
2021-08-27,1798.5,46962.801
2021-08-28,,49056.859
2021-08-29,,48897.648
2021-08-30,,48806.781
2021-08-31,1814.85,47074.77
2021-09-01,1811.8,47155.871
2021-09-02,1812.55,48862.762
2021-09-03,1823.7,49329.012
2021-09-04,,50035.328
2021-09-05,,49947.379
2021-09-06,1821.6,51769.059
2021-09-07,1802.15,52677.398
2021-09-08,1786,46809.172
2021-09-09,1788.25,46078.379
2021-09-10,1794.6,46368.691
